OG_id	D_melanogaster_all	D_melanogaster_gene	D_melanogaster_protein	D_yakuba_all	D_yakuba_gene	D_yakuba_protein	ML dN	ML dS	ML omega
7461	FBgn0030691	FBgn0030691	FBpp0073977	FBgn0233573	FBgn0233573	FBpp0261031	0.022	0.4596	0.0479
7468	FBgn0011660	FBgn0011660	FBpp0086520	FBgn0231779	FBgn0231779	FBpp0259167	0.0433	0.294	0.1473
7473	FBgn0037146	FBgn0037146	FBpp0301603	FBgn0239817;FBgn0240475	FBgn0239817	FBpp0267610	0.0044	0.3005	0.0146
7478	FBgn0032157	FBgn0032157	FBpp0079496	FBgn0228080	FBgn0228080	FBpp0364538	0.0145	0.2423	0.0598
7482	FBgn0032382	FBgn0032382	FBpp0079860	FBgn0235956	FBgn0235956	FBpp0263557	0.0198	0.3734	0.053
7485	FBgn0039490	FBgn0039490	FBpp0084479	FBgn0240877	FBgn0240877	FBpp0268729	0.0086	0.458	0.0188
7494	FBgn0278604	FBgn0278604	FBpp0081564	FBgn0243023	FBgn0243023	FBpp0359298	0.1111	0.2938	0.3781
7496	FBgn0000256	FBgn0000256	FBpp0288517	FBgn0232377	FBgn0232377	FBpp0358969	0.0299	0.2982	0.1003
7497	FBgn0261850	FBgn0261850	FBpp0071503	FBgn0229941	FBgn0229941	FBpp0257186	0.0039	0.3085	0.0126
7511	FBgn0265726	FBgn0265726	FBpp0309520	FBgn0234584	FBgn0234584	FBpp0362594	0.0409	0.2827	0.1447
7513	FBgn0083963	FBgn0083963	FBpp0306055	FBgn0242835	FBgn0242835	FBpp0360254	0.0113	0.2105	0.0537
7515	FBgn0034258	FBgn0034258	FBpp0086013	FBgn0229666	FBgn0229666	FBpp0256892	0.007	0.3138	0.0223
7521	FBgn0032373	FBgn0032373	FBpp0307446	FBgn0235948	FBgn0235948	FBpp0263548	0.008	0.3343	0.0239
7530	FBgn0011336	FBgn0011336	FBpp0084161	FBgn0228587	FBgn0228587	FBpp0255754	0.0023	0.188	0.0122
7538	FBgn0038478	FBgn0038478	FBpp0082841	FBgn0241721	FBgn0241721	FBpp0269621	0.1043	0.3368	0.3097
7540	FBgn0037998	FBgn0037998	FBpp0082093	FBgn0241654	FBgn0241654	FBpp0269552	0.0263	0.283	0.0929
7542	FBgn0031496	FBgn0031496	FBpp0290038	FBgn0232542	FBgn0232542	FBpp0354746	0.0231	0.4443	0.052
7554	FBgn0041195	FBgn0041195	FBpp0079947	FBgn0235993	FBgn0235993	FBpp0263596	0.0745	0.4326	0.1722
7556	FBgn0034487	FBgn0034487	FBpp0085625	FBgn0229865	FBgn0229865	FBpp0257105	0.0174	0.3405	0.0511
7561	FBgn0032242;FBgn0032969	FBgn0032242	FBpp0079637	FBgn0243011;FBgn0229104	FBgn0243011	FBpp0270975	0.0135	0.3433	0.0393
7570	FBgn0037924	FBgn0037924	FBpp0081894	FBgn0241318	FBgn0241318	FBpp0269197	0.0788	0.296	0.2662
7571	FBgn0031174	FBgn0031174	FBpp0076891	FBgn0235354	FBgn0235354	FBpp0352377	0.0129	0.2664	0.0484
7578	FBgn0050049;FBgn0050047	FBgn0050049	FBpp0087017	FBgn0230183;FBgn0230182	FBgn0230183	FBpp0257450	0.0442	0.3224	0.1371
7585	FBgn0052707	FBgn0052707	FBpp0071222	FBgn0233381	FBgn0233381	FBpp0260826	0.0423	0.37	0.1143
7587	FBgn0038475	FBgn0038475	FBpp0082864	FBgn0243149	FBgn0243149	FBpp0271119	0.0368	0.2374	0.155
7594	FBgn0029881	FBgn0029881	FBpp0300876	FBgn0234254	FBgn0234254	FBpp0355704	0.0183	0.2431	0.0753
7606	FBgn0035437	FBgn0035437	FBpp0072946	FBgn0237996	FBgn0237996	FBpp0364143	0.0101	0.3462	0.0292
7611	FBgn0000479	FBgn0000479	FBpp0305507	FBgn0233832	FBgn0233832	FBpp0362496	0.0116	0.1947	0.0596
7615	FBgn0000633	FBgn0000633	FBpp0308965	FBgn0230290	FBgn0230290	FBpp0355042	0.0168	0.2433	0.0691
7618	FBgn0010225	FBgn0010225	FBpp0078612	FBgn0046891	FBgn0046891	FBpp0270408	0.0464	0.306	0.1516
7620	FBgn0039600	FBgn0039600	FBpp0084691	FBgn0240957	FBgn0240957	FBpp0359532	0.0294	0.322	0.0913
7623	FBgn0263988	FBgn0263988	FBpp0072438	FBgn0238328	FBgn0238328	FBpp0266058	0.0233	0.3312	0.0704
7634	FBgn0033479	FBgn0033479	FBpp0087517	FBgn0239063	FBgn0239063	FBpp0266829	0.0413	0.2738	0.1508
7642	FBgn0027088	FBgn0027088	FBpp0075386	FBgn0239278	FBgn0239278	FBpp0267056	0.0039	0.2923	0.0133
7668	FBgn0031868	FBgn0031868	FBpp0078973	FBgn0231820	FBgn0231820	FBpp0259208	0.0202	0.4434	0.0456
7669	FBgn0263120	FBgn0263120	FBpp0305216	FBgn0236574	FBgn0236574	FBpp0356336	0.0012	0.2852	0.0042
7670	FBgn0028487	FBgn0028487	FBpp0306593	FBgn0241539	FBgn0241539	FBpp0360640	0.0363	0.2357	0.154
7676	FBgn0037109	FBgn0037109	FBpp0078118	FBgn0276185;FBgn0239532	FBgn0276185	FBpp0352544	0.0327	0.2945	0.111
7677	FBgn0032129	FBgn0032129	FBpp0079456	FBgn0228349	FBgn0228349	FBpp0357990	0.0104	0.3128	0.0332
7682	FBgn0039623	FBgn0039623	FBpp0084711	FBgn0240975	FBgn0240975	FBpp0268830	0.008	0.3183	0.0251
7686	FBgn0039632	FBgn0039632	FBpp0084786	FBgn0228341	FBgn0228341	FBpp0255490	0.0036	0.268	0.0134
7687	FBgn0266053	FBgn0266053	FBpp0308299	FBgn0241715	FBgn0241715	FBpp0269615	0.0207	0.253	0.0818
7691	FBgn0027602	FBgn0027602	FBpp0074214	FBgn0233166	FBgn0233166	FBpp0260604	0.0438	0.3671	0.1193
7696	FBgn0036732	FBgn0036732	FBpp0311343	FBgn0237248	FBgn0237248	FBpp0264928	0.0056	0.2783	0.0201
7709	FBgn0016984	FBgn0016984	FBpp0071491	FBgn0231420	FBgn0231420	FBpp0357751	0.0134	0.31	0.0432
7711	FBgn0028426	FBgn0028426	FBpp0087449	FBgn0238915	FBgn0238915	FBpp0266676	0.0313	0.3147	0.0995
7716	FBgn0052703	FBgn0052703	FBpp0071264	FBgn0233035	FBgn0233035	FBpp0360139	0.2097	0.5854	0.3582
7717	FBgn0032223	FBgn0032223	FBpp0305310	FBgn0236297	FBgn0236297	FBpp0263933	0.0294	0.109	0.2697
7720	FBgn0266566	FBgn0266566	FBpp0311012	FBgn0243376	FBgn0243376	FBpp0364227	0.0227	0.2245	0.1011
7722	FBgn0046222	FBgn0046222	FBpp0078362	FBgn0228033	FBgn0228033	FBpp0255163	0.0131	0.3347	0.0391
7724	FBgn0041582	FBgn0041582	FBpp0310082	FBgn0229284	FBgn0229284	FBpp0256489	0.0272	0.3128	0.087
7730	FBgn0000442	FBgn0000442	FBpp0077706	FBgn0233499	FBgn0233499	FBpp0260952	0.0107	0.283	0.0378
7737	FBgn0022942	FBgn0022942	FBpp0070652	FBgn0233887	FBgn0233887	FBpp0261367	0.0048	0.3425	0.014
7738	FBgn0259745	FBgn0259745	FBpp0289357	FBgn0241101	FBgn0241101	FBpp0355887	0.0047	0.2211	0.0213
7746	FBgn0032175	FBgn0032175	FBpp0079561	FBgn0227921	FBgn0227921	FBpp0358081	0.1984	0.3945	0.5029
7747	FBgn0002565	FBgn0002565	FBpp0311507	FBgn0239126	FBgn0239126	FBpp0355319	0.0127	0.5297	0.024
7749	FBgn0032471	FBgn0032471	FBpp0080012	FBgn0236021	FBgn0236021	FBpp0263625	0.1347	0.3828	0.3519
7752	FBgn0038470	FBgn0038470	FBpp0293659	FBgn0243152	FBgn0243152	FBpp0364385	0.1085	0.3069	0.3535
7753	FBgn0011260	FBgn0011260	FBpp0086237	FBgn0229592	FBgn0229592	FBpp0359622	0.0018	0.1107	0.0163
7756	FBgn0015240	FBgn0015240	FBpp0084131	FBgn0240719	FBgn0240719	FBpp0268553	0.0077	0.2223	0.0346
7757	FBgn0033955	FBgn0033955	FBpp0309002	FBgn0231264	FBgn0231264	FBpp0258613	0.1116	0.3754	0.2973
7769	FBgn0031016	FBgn0031016	FBpp0301162	FBgn0233405	FBgn0233405	FBpp0260851	0.0091	0.4189	0.0217
7778	FBgn0085385	FBgn0085385	FBpp0303969	FBgn0238976	FBgn0238976	FBpp0362980	0.0109	0.1539	0.0708
7782	FBgn0015509	FBgn0015509	FBpp0087923	FBgn0236516	FBgn0236516	FBpp0353647	0.0082	0.2563	0.032
7793	FBgn0039048	FBgn0039048	FBpp0292542	FBgn0241129	FBgn0241129	FBpp0352976	0.0216	0.2642	0.0818
7794	FBgn0033224	FBgn0033224	FBpp0087976	FBgn0240791	FBgn0240791	FBpp0361498	0.0408	0.3461	0.1179
7796	FBgn0004379	FBgn0004379	FBpp0312148	FBgn0238523	FBgn0238523	FBpp0266263	0.0134	0.2863	0.0468
7798	FBgn0039846	FBgn0039846	FBpp0306620	FBgn0240512	FBgn0240512	FBpp0268327	0.0081	0.3645	0.0222
7801	FBgn0284442	FBgn0284442	FBpp0070729	FBgn0084814	FBgn0084814	FBpp0261405	0.0178	0.4731	0.0376
7806	FBgn0032435	FBgn0032435	FBpp0079952	FBgn0235997	FBgn0235997	FBpp0263600	0.0186	0.2789	0.0667
7810	FBgn0034974	FBgn0034974	FBpp0072157	FBgn0231985	FBgn0231985	FBpp0352604	0.0158	0.4955	0.0319
7816	FBgn0025639	FBgn0025639	FBpp0300875	FBgn0234088	FBgn0234088	FBpp0261584	0.0199	0.2622	0.0759
7820	FBgn0261786	FBgn0261786	FBpp0071967	FBgn0231914	FBgn0231914	FBpp0259308	0.0131	0.2674	0.049
7822	FBgn0000289	FBgn0000289	FBpp0308983	FBgn0231224	FBgn0231224	FBpp0359688	0.004	0.138	0.029
7826	FBgn0039544	FBgn0039544	FBpp0099868	FBgn0240914	FBgn0240914	FBpp0268767	0.0478	0.3523	0.1357
7829	FBgn0033915	FBgn0033915	FBpp0086698	FBgn0230076	FBgn0230076	FBpp0257334	0.0103	0.193	0.0534
7832	FBgn0013548	FBgn0013548	FBpp0071994	FBgn0231932	FBgn0231932	FBpp0259327	0.0126	0.3198	0.0394
7840	FBgn0266019	FBgn0266019	FBpp0294057	FBgn0233238	FBgn0233238	FBpp0356266	0.0287	0.2368	0.1212
7845	FBgn0032433	FBgn0032433	FBpp0305305	FBgn0230029	FBgn0230029	FBpp0353140	0.0231	0.3468	0.0666
7854	FBgn0030054	FBgn0030054	FBpp0071172	FBgn0234906	FBgn0234906	FBpp0262449	0.066	0.4224	0.1563
7855	FBgn0027561	FBgn0027561	FBpp0087707	FBgn0239762	FBgn0239762	FBpp0267553	0.0129	0.2185	0.059
7861	FBgn0035690	FBgn0035690	FBpp0112062	FBgn0237812	FBgn0237812	FBpp0265508	0.0133	0.3685	0.0361
7863	FBgn0039055	FBgn0039055	FBpp0083799	FBgn0241126	FBgn0241126	FBpp0268994	0.0077	0.2255	0.0341
7864	FBgn0020445	FBgn0020445	FBpp0088917	FBgn0232491	FBgn0232491	FBpp0259911	0.0111	0.169	0.0657
7867	FBgn0035888	FBgn0035888	FBpp0305199	FBgn0238040	FBgn0238040	FBpp0354029	0.0246	0.4025	0.0611
7870	FBgn0024913	FBgn0024913	FBpp0088273	FBgn0232092	FBgn0232092	FBpp0361518	0.0625	0.2948	0.212
7873	FBgn0036389	FBgn0036389	FBpp0075501	FBgn0239221	FBgn0239221	FBpp0358280	0.0219	0.23	0.0952
7890	FBgn0058470	FBgn0058470	FBpp0110455	FBgn0276853	FBgn0276853	FBpp0352521	0.0556	0.3453	0.161
7893	FBgn0284435	FBgn0284435	FBpp0309064	FBgn0234108	FBgn0234108	FBpp0357975	0.0074	0.2391	0.0309
7897	FBgn0014417	FBgn0014417	FBpp0079316	FBgn0228820	FBgn0228820	FBpp0256001	0.0424	0.3348	0.1266
7905	FBgn0067864	FBgn0067864	FBpp0290839	FBgn0238465	FBgn0238465	FBpp0266200	0.0011	0.2455	0.0045
7906	FBgn0034022	FBgn0034022	FBpp0271815	FBgn0231774	FBgn0231774	FBpp0356234	0.0183	0.3199	0.0572
7907	FBgn0032891	FBgn0032891	FBpp0288481	FBgn0230726	FBgn0230726	FBpp0258029	0.0254	0.3048	0.0833
7909	FBgn0022800	FBgn0022800	FBpp0084248	FBgn0228571	FBgn0228571	FBpp0255738	0.0243	0.257	0.0946
7912	FBgn0036493	FBgn0036493	FBpp0099766	FBgn0239460	FBgn0239460	FBpp0363974	0.0334	0.2545	0.1312
7918	FBgn0034982	FBgn0034982	FBpp0072187	FBgn0229283	FBgn0229283	FBpp0256488	0.0092	0.2696	0.0341
7921	FBgn0039704	FBgn0039704	FBpp0084851	FBgn0241038	FBgn0241038	FBpp0268899	0.0085	0.3156	0.0269
7923	FBgn0037916	FBgn0037916	FBpp0290382	FBgn0241313	FBgn0241313	FBpp0269192	0.0688	0.3803	0.1809
7941	FBgn0015774	FBgn0015774	FBpp0291226	FBgn0233654	FBgn0233654	FBpp0361479	0.0044	0.2289	0.0192
7942	FBgn0003227	FBgn0003227	FBpp0306662	FBgn0243388	FBgn0243388	FBpp0271369	0.0525	0.3102	0.1692
7950	FBgn0085425	FBgn0085425	FBpp0111557	FBgn0229932	FBgn0229932	FBpp0257176	0.0273	0.3475	0.0786
7953	FBgn0085432	FBgn0085432	FBpp0111569	FBgn0232135	FBgn0232135	FBpp0353652	0.0752	0.2374	0.3168
7959	FBgn0016919	FBgn0016919	FBpp0309502	FBgn0230695	FBgn0230695	FBpp0357821	0.0622	0.2882	0.2158
7960	FBgn0037232	FBgn0037232	FBpp0312545	FBgn0242478	FBgn0242478	FBpp0361202	0.0377	0.315	0.1197
7964	FBgn0261526	FBgn0261526	FBpp0305764	FBgn0237914	FBgn0237914	FBpp0265616	0.0302	0.197	0.1533
7965	FBgn0000533	FBgn0000533	FBpp0082539	FBgn0241419	FBgn0241419	FBpp0269306	0.0244	0.3663	0.0666
7966	FBgn0010280	FBgn0010280	FBpp0113081	FBgn0236863	FBgn0236863	FBpp0264532	0.0093	0.1677	0.0555
7973	FBgn0035024	FBgn0035024	FBpp0072214	FBgn0232026	FBgn0232026	FBpp0259429	0.043	0.275	0.1564
7975	FBgn0265974	FBgn0265974	FBpp0086624	FBgn0231258	FBgn0231258	FBpp0258606	0.0058	0.1544	0.0376
7976	FBgn0033427	FBgn0033427	FBpp0087625	FBgn0239452	FBgn0239452	FBpp0267235	0.1033	0.3885	0.2659
7983	FBgn0015773	FBgn0015773	FBpp0073759	FBgn0233655	FBgn0233655	FBpp0261119	0.0203	0.1795	0.1131
7989	FBgn0033866	FBgn0033866	FBpp0086754	FBgn0230291	FBgn0230291	FBpp0257569	0.0418	0.2919	0.1432
7991	FBgn0036688	FBgn0036688	FBpp0075035	FBgn0237225	FBgn0237225	FBpp0264905	0.0105	0.4195	0.025
7997	FBgn0036772	FBgn0036772	FBpp0074918	FBgn0239330	FBgn0239330	FBpp0357649	0.0191	0.2306	0.0828
7998	FBgn0039009	FBgn0039009	FBpp0311469	FBgn0241157	FBgn0241157	FBpp0361513	0.0055	0.2708	0.0203
8002	FBgn0003502	FBgn0003502	FBpp0079236	FBgn0228901	FBgn0228901	FBpp0360997	0.0034	0.1312	0.0259
8004	FBgn0039852	FBgn0039852	FBpp0290098	FBgn0228775	FBgn0228775	FBpp0360370	0.0081	0.1718	0.0471
8006	FBgn0028939	FBgn0028939	FBpp0310277	FBgn0236385	FBgn0236385	FBpp0264028	0.0583	0.2889	0.2018
8013	FBgn0000629	FBgn0000629	FBpp0306192	FBgn0237584	FBgn0237584	FBpp0364204	0.0137	0.3934	0.0348
8014	FBgn0039938	FBgn0039938	FBpp0100057	FBgn0232107	FBgn0232107	FBpp0259513	0.0525	0.2519	0.2084
8020	FBgn0034997	FBgn0034997	FBpp0300565	FBgn0232001	FBgn0232001	FBpp0357329	0.0183	0.5564	0.0329
8021	FBgn0031518	FBgn0031518	FBpp0112952	FBgn0235649	FBgn0235649	FBpp0263230	0.0314	0.3933	0.0798
8026	FBgn0033372	FBgn0033372	FBpp0301832	FBgn0239825	FBgn0239825	FBpp0360065	0.1491	0.2806	0.5314
8027	FBgn0002641	FBgn0002641	FBpp0076998	FBgn0235321	FBgn0235321	FBpp0262893	0.0313	0.29	0.1079
8029	FBgn0003093	FBgn0003093	FBpp0308295	FBgn0240979	FBgn0240979	FBpp0352388	0.0067	0.2094	0.032
8040	FBgn0035696	FBgn0035696	FBpp0076718	FBgn0237803	FBgn0237803	FBpp0265498	0.0075	0.2632	0.0285
8042	FBgn0038163	FBgn0038163	FBpp0082263	FBgn0243313	FBgn0243313	FBpp0271292	0.0141	0.3066	0.046
8043	FBgn0032648	FBgn0032648	FBpp0292669	FBgn0230822	FBgn0230822	FBpp0357421	0.0739	0.4071	0.1815
8047	FBgn0038248	FBgn0038248	FBpp0082435	FBgn0243458	FBgn0243458	FBpp0271446	0.0422	0.3176	0.1329
8062	FBgn0040087	FBgn0040087	FBpp0071045	FBgn0233309	FBgn0233309	FBpp0260752	0.0127	0.326	0.039
8064	FBgn0031377	FBgn0031377	FBpp0077538	FBgn0232869	FBgn0232869	FBpp0260293	0.0365	0.2821	0.1294
8066	FBgn0259152	FBgn0259152	FBpp0290493	FBgn0240737	FBgn0240737	FBpp0268571	0.0149	0.3127	0.0476
8067	FBgn0025525	FBgn0025525	FBpp0072535	FBgn0238267	FBgn0238267	FBpp0354705	0.0249	0.4215	0.0591
8074	FBgn0031258	FBgn0031258	FBpp0301738	FBgn0233643	FBgn0233643	FBpp0360057	0.0484	0.2818	0.1718
8084	FBgn0266464	FBgn0266464	FBpp0082346	FBgn0241531	FBgn0241531	FBpp0269423	0.0157	0.3923	0.04
8088	FBgn0037027	FBgn0037027	FBpp0077914	FBgn0237044	FBgn0237044	FBpp0264720	0.0593	0.3046	0.1947
8090	FBgn0000206	FBgn0000206	FBpp0084323	FBgn0020664	FBgn0020664	FBpp0357178	0.0092	0.2205	0.0417
8096	FBgn0020391	FBgn0020391	FBpp0086841	FBgn0230255	FBgn0230255	FBpp0257527	0.0082	0.3163	0.0259
8104	FBgn0002044	FBgn0002044	FBpp0303744	FBgn0068519	FBgn0068519	FBpp0357017	0.0224	0.2468	0.0908
8105	FBgn0263774	FBgn0263774	FBpp0302699	FBgn0231046	FBgn0231046	FBpp0355167	0.2038	0.5131	0.3972
8108	FBgn0036881	FBgn0036881	FBpp0304994	FBgn0240407	FBgn0240407	FBpp0357570	0.0356	0.2119	0.168
8119	FBgn0040038	FBgn0040038	FBpp0112409	FBgn0232537	FBgn0232537	FBpp0362985	0.1381	0.505	0.2735
8123	FBgn0000346	FBgn0000346	FBpp0073585	FBgn0234538	FBgn0234538	FBpp0262064	0.0069	0.3485	0.0198
8127	FBgn0027490	FBgn0027490	FBpp0079312	FBgn0228808	FBgn0228808	FBpp0255989	0.0596	0.2838	0.21
8133	FBgn0031516	FBgn0031516	FBpp0077291	FBgn0232499	FBgn0232499	FBpp0361561	0.0207	0.2761	0.075
8138	FBgn0263782	FBgn0263782	FBpp0083842	FBgn0228256	FBgn0228256	FBpp0357885	0.0163	0.2734	0.0596
8141	FBgn0051660	FBgn0051660	FBpp0293448	FBgn0235738	FBgn0235738	FBpp0363617	0.021	0.177	0.1186
8143	FBgn0038072	FBgn0038072	FBpp0082118	FBgn0243245	FBgn0243245	FBpp0271222	0.0133	0.2832	0.047
8146	FBgn0032455	FBgn0032455	FBpp0290386	FBgn0229828	FBgn0229828	FBpp0360402	0.1253	0.3525	0.3555
8151	FBgn0265959	FBgn0265959	FBpp0309723	FBgn0236993	FBgn0236993	FBpp0264666	0.0018	0.2237	0.008
8155	FBgn0053140	FBgn0053140	FBpp0088117	FBgn0236473	FBgn0236473	FBpp0264123	0.061	0.3717	0.1641
8158	FBgn0032387	FBgn0032387	FBpp0301834	FBgn0235965	FBgn0235965	FBpp0360726	0.0506	0.3661	0.1382
8162	FBgn0001179	FBgn0001179	FBpp0075982	FBgn0238996	FBgn0238996	FBpp0266760	0.0089	0.313	0.0284
8165	FBgn0020762	FBgn0020762	FBpp0077117	FBgn0235706	FBgn0235706	FBpp0263290	0.0113	0.2724	0.0415
8167	FBgn0053138	FBgn0053138	FBpp0086845	FBgn0230257	FBgn0230257	FBpp0257529	0.0055	0.3332	0.0165
8171	FBgn0003292	FBgn0003292	FBpp0075877	FBgn0237521	FBgn0237521	FBpp0265210	0.0275	0.2475	0.1111
8176	FBgn0028369	FBgn0028369	FBpp0304768	FBgn0233829	FBgn0233829	FBpp0355804	0.0166	0.6001	0.0277
8177	FBgn0038551	FBgn0038551	FBpp0082948	FBgn0242325	FBgn0242325	FBpp0270252	0.0634	0.4696	0.135
8178	FBgn0037466	FBgn0037466	FBpp0081148	FBgn0241994;FBgn0228996	FBgn0241994	FBpp0269907	0.0196	0.2804	0.0699
8179	FBgn0031566	FBgn0031566	FBpp0077226	FBgn0235679	FBgn0235679	FBpp0263261	0.0124	0.2772	0.0447
8182	FBgn0032450	FBgn0032450	FBpp0302957	FBgn0229859	FBgn0229859	FBpp0257098	0.0256	0.3074	0.0833
8183	FBgn0262636	FBgn0262636	FBpp0297886	FBgn0232119	FBgn0232119	FBpp0356082	0.0454	0.2548	0.1782
8186	FBgn0039637	FBgn0039637	FBpp0084741	FBgn0240989	FBgn0240989	FBpp0360791	0.0449	0.387	0.116
8189	FBgn0263133	FBgn0263133	FBpp0079041	FBgn0235790	FBgn0235790	FBpp0263380	0.0036	0.2503	0.0144
8191	FBgn0263831	FBgn0263831	FBpp0076879	FBgn0237878	FBgn0237878	FBpp0265579	0.019	0.3392	0.056
8192	FBgn0027873	FBgn0027873	FBpp0084726	FBgn0250781	FBgn0250781	FBpp0288630	0.0058	0.2616	0.0222
8195	FBgn0026876	FBgn0026876	FBpp0070235	FBgn0234054	FBgn0234054	FBpp0261549	0.054	0.4343	0.1243
8201	FBgn0032249	FBgn0032249	FBpp0079633	FBgn0242970	FBgn0242970	FBpp0270931	0.0074	0.3098	0.0239
8205	FBgn0034716	FBgn0034716	FBpp0290691	FBgn0229481	FBgn0229481	FBpp0364139	0.0152	0.4065	0.0374
8210	FBgn0032338	FBgn0032338	FBpp0310216	FBgn0235922	FBgn0235922	FBpp0263521	0.0137	0.3332	0.0411
8217	FBgn0266671	FBgn0266671	FBpp0085888	FBgn0229764	FBgn0229764	FBpp0256996	0.0012	0.3773	0.0032
8219	FBgn0262619	FBgn0262619	FBpp0072041	FBgn0231950	FBgn0231950	FBpp0259346	0.0135	0.3256	0.0415
8226	FBgn0031853	FBgn0031853	FBpp0289333	FBgn0231724	FBgn0231724	FBpp0259109	0.0286	0.4478	0.0639
8233	FBgn0264907	FBgn0264907	FBpp0311364	FBgn0242415	FBgn0242415	FBpp0270346	0.0314	0.3408	0.0921
8240	FBgn0026760	FBgn0026760	FBpp0080080	FBgn0067436	FBgn0067436	FBpp0263667	0.0366	0.4532	0.0808
8252	FBgn0016059	FBgn0016059	FBpp0089289	FBgn0231609	FBgn0231609	FBpp0361803	0.0143	0.2538	0.0563
8256	FBgn0029895	FBgn0029895	FBpp0070920	FBgn0234261	FBgn0234261	FBpp0361055	0.0196	0.2438	0.0804
8257	FBgn0263079	FBgn0263079	FBpp0297775	FBgn0230445	FBgn0230445	FBpp0363867	0.0178	0.2892	0.0615
8260	FBgn0033984	FBgn0033984	FBpp0086538	FBgn0231283	FBgn0231283	FBpp0258634	0.0104	0.1952	0.0533
8261	FBgn0260990	FBgn0260990	FBpp0305956	FBgn0241029	FBgn0241029	FBpp0268890	0.002	0.2037	0.0098
8262	FBgn0003559	FBgn0003559	FBpp0297502	FBgn0232830	FBgn0232830	FBpp0357983	0.0069	0.2693	0.0256
8263	FBgn0039774	FBgn0039774	FBpp0085009	FBgn0068523	FBgn0068523	FBpp0255888	0.0049	0.386	0.0127
8265	FBgn0028744	FBgn0028744	FBpp0088519	FBgn0229685	FBgn0229685	FBpp0256911	0.0092	0.2	0.046
8268	FBgn0005616	FBgn0005616	FBpp0077259	FBgn0232457	FBgn0232457	FBpp0259877	0.0702	0.3483	0.2016
8285	FBgn0022160	FBgn0022160	FBpp0086442	FBgn0231749	FBgn0231749	FBpp0363477	0.0011	0.2884	0.0038
8295	FBgn0033738	FBgn0033738	FBpp0087061	FBgn0068209	FBgn0068209	FBpp0258457	0.0245	0.3004	0.0816
8297	FBgn0031319	FBgn0031319	FBpp0077633	FBgn0234896	FBgn0234896	FBpp0262439	0.053	0.3037	0.1745
8314	FBgn0031602	FBgn0031602	FBpp0303853	FBgn0232330	FBgn0232330	FBpp0356331	0.0236	0.2218	0.1064
8319	FBgn0265575	FBgn0265575	FBpp0309178	FBgn0234374	FBgn0234374	FBpp0261894	0.0655	0.3237	0.2023
8350	FBgn0015399	FBgn0015399	FBpp0304518	FBgn0085083	FBgn0085083	FBpp0354392	0.0085	0.2719	0.0313
8353	FBgn0028479	FBgn0028479	FBpp0079454	FBgn0228340	FBgn0228340	FBpp0255489	0.0091	0.2941	0.0309
8375	FBgn0086346	FBgn0086346	FBpp0084610	FBgn0228403	FBgn0228403	FBpp0255556	0.0125	0.2649	0.0472
8378	FBgn0036931	FBgn0036931	FBpp0074676	FBgn0239666	FBgn0239666	FBpp0267453	0.0356	0.5302	0.0671
8379	FBgn0028996	FBgn0028996	FBpp0088173	FBgn0232113	FBgn0232113	FBpp0356156	0.074	0.2743	0.2698
8382	FBgn0036544	FBgn0036544	FBpp0088511	FBgn0240069;FBgn0240332	FBgn0240069	FBpp0355314	0.0016	0.1397	0.0115
8383	FBgn0029979	FBgn0029979	FBpp0310551	FBgn0234960	FBgn0234960	FBpp0262507	0.0272	0.2959	0.0919
8385	FBgn0005619	FBgn0005619	FBpp0304256	FBgn0236692	FBgn0236692	FBpp0264356	0.0111	0.2454	0.0452
8387	FBgn0029807	FBgn0029807	FBpp0070798	FBgn0234278	FBgn0234278	FBpp0261795	0.0525	0.2796	0.1878
8388	FBgn0032876	FBgn0032876	FBpp0080929	FBgn0231214	FBgn0231214	FBpp0258561	0.0145	0.2866	0.0506
8393	FBgn0002901	FBgn0002901	FBpp0074888	FBgn0237272	FBgn0237272	FBpp0264953	0.0402	0.2998	0.1341
8394	FBgn0023509	FBgn0023509	FBpp0070302	FBgn0233763	FBgn0233763	FBpp0261233	0.0577	0.3989	0.1446
8398	FBgn0050394	FBgn0050394	FBpp0071539	FBgn0231374	FBgn0231374	FBpp0258730	0.0301	0.2748	0.1095
8401	FBgn0000395	FBgn0000395	FBpp0071536	FBgn0231371	FBgn0231371	FBpp0258727	0.0132	0.2657	0.0497
8403	FBgn0051551	FBgn0051551	FBpp0078355	FBgn0228025	FBgn0228025	FBpp0255155	0.1956	0.3921	0.4989
8404	FBgn0032409	FBgn0032409	FBpp0079912	FBgn0235979	FBgn0235979	FBpp0263581	0.01	0.3518	0.0284
8405	FBgn0026309	FBgn0026309	FBpp0088518	FBgn0229684	FBgn0229684	FBpp0256910	0.0495	0.3545	0.1396
8406	FBgn0260987	FBgn0260987	FBpp0112469	FBgn0237084	FBgn0237084	FBpp0264761	0.0447	0.3089	0.1447
8416	FBgn0261804	FBgn0261804	FBpp0292372	FBgn0230461	FBgn0230461	FBpp0362155	0.0156	0.2076	0.0751
8432	FBgn0027578;FBgn0039613	FBgn0027578	FBpp0307566	FBgn0277227;FBgn0237278;FBgn0240963	FBgn0277227	FBpp0352794	0.1857	0.8448	0.2198
8433	FBgn0033463	FBgn0033463	FBpp0087535	FBgn0239187	FBgn0239187	FBpp0266961	0.0108	0.1997	0.0541
