"FBgn" "ML.dN" "ML.dS" "ML.omega"
"FBgn0051638" 0.0063 0.2573 0.0245
"FBgn0033778" 0.0169 0.2491 0.0678
"FBgn0051077" 0.1046 0.3742 0.2795
"FBgn0035720" 0.018 0.3039 0.0592
"FBgn0263076" 0.0074 0.3003 0.0246
"FBgn0031865" 0.011 0.2449 0.0449
"FBgn0037607" 0.0062 0.2551 0.0243
"FBgn0003317" 0.0126 0.2555 0.0493
"FBgn0086384" 0.0012 0.3855 0.0031
"FBgn0015575" 0.0226 0.3621 0.0624
"FBgn0004395" 0.007 0.134 0.0522
"FBgn0011642" 0.075 0.2279 0.3291
"FBgn0033110" 0.0721 0.3207 0.2248
"FBgn0031194" 0.0261 0.2449 0.1066
"FBgn0034735" 0.0174 0.2881 0.0604
"FBgn0036509" 0.025 0.3307 0.0756
"FBgn0034277" 0.0146 0.2872 0.0508
"FBgn0040230" 2e-04 0.2196 9e-04
"FBgn0261049" 0.0047 0.3945 0.0119
"FBgn0033484" 0.0239 0.3229 0.074
"FBgn0001230" 0.024 0.3459 0.0694
"FBgn0029113" 0.019 0.3431 0.0554
"FBgn0015570" 0.0271 0.3522 0.0769
"FBgn0015574" 0.0393 0.3026 0.1299
"FBgn0038747" 0.0111 0.254 0.0437
"FBgn0037877" 0.0714 0.3961 0.1803
"FBgn0039294" 0.0085 0.3388 0.0251
"FBgn0050089" 0.028 0.1436 0.195
"FBgn0034957" 0.0161 0.4266 0.0377
"FBgn0052982" 0.0077 0.2681 0.0287
"FBgn0028886" 0.019 0.1844 0.103
"FBgn0038300" 0.0034 0.271 0.0125
"FBgn0037978" 0.0046 0.2129 0.0216
"FBgn0037448" 0.0315 0.2504 0.1258
"FBgn0051019" 0.0034 0.36 0.0094
"FBgn0031469" 0.0878 0.4851 0.181
"FBgn0035028" 0.0163 0.2068 0.0788
"FBgn0029999" 0.0308 0.3105 0.0992
"FBgn0034127" 0.0652 0.4669 0.1396
"FBgn0032925" 0.0397 0.2878 0.1379
"FBgn0027521" 0.0638 0.246 0.2593
"FBgn0034748" 0.0305 0.2621 0.1164
"FBgn0263108" 0.0102 0.1979 0.0515
"FBgn0259229" 0.0399 0.3121 0.1278
"FBgn0035266" 0.0036 0.3017 0.0119
"FBgn0036712" 0.0793 0.461 0.172
"FBgn0004574" 3e-04 0.3112 0.001
"FBgn0035462" 0.0152 0.3638 0.0418
"FBgn0030300" 0.0415 0.3745 0.1108
"FBgn0033087" 0.0207 0.2767 0.0748
"FBgn0039209" 0.0076 0.1915 0.0397
"FBgn0036659" 0.0072 0.3667 0.0196
"FBgn0027498" 0.0118 0.3574 0.033
"FBgn0036195" 0.0112 0.3969 0.0282
"FBgn0003545" 0.0294 0.3937 0.0747
"FBgn0035622" 0.0042 0.3571 0.0118
"FBgn0050104" 0.0361 0.366 0.0986
"FBgn0031098" 0.022 0.4137 0.0532
"FBgn0001263" 0.0099 0.2732 0.0362
"FBgn0032535" 0.0232 0.2908 0.0798
"FBgn0038810" 0.0184 0.448 0.0411
"FBgn0035890" 0.0415 0.3296 0.1259
"FBgn0261085" 0.0352 0.387 0.091
"FBgn0034736" 0.0228 0.4141 0.0551
"FBgn0024251" 0.0483 0.1603 0.3013
"FBgn0033973" 0.0069 0.3602 0.0192
"FBgn0032724" 0.023 0.2836 0.0811
"FBgn0030385" 0.0938 0.5375 0.1745
"FBgn0015569" 0.0331 0.3431 0.0965
"FBgn0050349" 0.0324 0.296 0.1095
"FBgn0000244" 0.0155 0.1924 0.0806
"FBgn0051164" 0.1571 0.4576 0.3433
"FBgn0038404" 0.0157 0.2239 0.0701
"FBgn0035290" 0.0102 0.1746 0.0584
"FBgn0039911" 0.0218 0.2007 0.1086
"FBgn0259194" 0.0459 0.2408 0.1906
"FBgn0034467" 0.0198 0.3992 0.0496
"FBgn0039244" 0.0023 0.3661 0.0063
"FBgn0033742" 0.0647 0.3478 0.186
"FBgn0015925" 0.0314 0.2919 0.1076
"FBgn0031703" 0.0344 0.3757 0.0916
"FBgn0029951" 0.1124 0.4785 0.2349
"FBgn0039691" 0.0021 0.4183 0.005
"FBgn0266347" 0.2151 0.7259 0.2963
"FBgn0029762" 0.013 0.3554 0.0366
"FBgn0002571" 0.0059 0.3776 0.0156
"FBgn0051897" 0.2009 0.4298 0.4674
"FBgn0000927" 0.0407 0.4367 0.0932
"FBgn0023023" 0.0015 0.285 0.0053
"FBgn0038129" 0.019 0.2434 0.0781
"FBgn0259178" 0.017 0.2324 0.0731
"FBgn0035598" 0.0337 0.3586 0.094
"FBgn0015553" 0.0446 0.3689 0.1209
"FBgn0039492" 0.012 0.2023 0.0593
"FBgn0029896" 0.0056 0.2342 0.0239
"FBgn0260462" 0.0249 0.2788 0.0893
"FBgn0283440" 0.137 0.4056 0.3378
"FBgn0028572" 0.0171 0.2295 0.0745
"FBgn0264978" 0.0013 0.2776 0.0047
"FBgn0030672" 0.0027 0.2326 0.0116
"FBgn0031492" 0.0104 0.267 0.039
"FBgn0063649" 0.0051 0.1802 0.0283
"FBgn0031675" 0.0419 0.3934 0.1065
"FBgn0033791" 0.0047 0.2381 0.0197
"FBgn0036377" 0.0236 0.3171 0.0744
"FBgn0033379" 0.0145 0.3028 0.0479
"FBgn0051414" 0.0379 0.3768 0.1006
"FBgn0040849" 0.0923 0.4144 0.2227
"FBgn0032598" 0.0592 0.5996 0.0987
"FBgn0003124" 0.0044 0.3191 0.0138
"FBgn0027342" 0.0244 0.3983 0.0613
"FBgn0036862" 0.0397 0.2101 0.189
"FBgn0039654" 0.0305 0.3794 0.0804
"FBgn0031637" 0.0474 0.2488 0.1905
"FBgn0041111" 0.017 0.225 0.0756
"FBgn0036764" 0.0089 0.2358 0.0377
"FBgn0031659" 0.0311 0.457 0.0681
"FBgn0020272" 0.0354 0.2917 0.1214
"FBgn0033297" 0.0247 0.3196 0.0773
"FBgn0032221" 0.0343 0.3676 0.0933
"FBgn0010356" 0.012 0.3005 0.0399
"FBgn0050377" 0.0322 0.2076 0.1551
"FBgn0035983" 0.0094 0.2619 0.0359
"FBgn0259188" 0.0503 0.4795 0.1049
"FBgn0030707" 0.0169 0.368 0.0459
"FBgn0024973" 0.0664 0.5345 0.1242
"FBgn0027836" 0.0118 0.298 0.0396
"FBgn0037794" 0.058 0.2961 0.1959
"FBgn0000326" 0.0513 0.3695 0.1388
"FBgn0032819" 0.0321 0.3147 0.102
"FBgn0034379" 0.0349 0.3568 0.0978
"FBgn0005696" 0.0269 0.388 0.0693
"FBgn0034381" 0.0146 0.2679 0.0545
"FBgn0053310" 0.1418 0.5289 0.2681
"FBgn0036446" 0.0075 0.2802 0.0268
"FBgn0033929" 0.0074 0.2882 0.0257
"FBgn0038641" 7e-04 0.2856 0.0025
"FBgn0015926" 0.0181 0.271 0.0668
"FBgn0031515" 0.0262 0.2491 0.1052
"FBgn0023216" 0.0484 0.3109 0.1557
"FBgn0003512" 0.0172 0.4653 0.037
"FBgn0027495" 0.0439 0.2692 0.1631
"FBgn0260817" 0.0244 0.3805 0.0641
"FBgn0025742" 0.0014 0.4193 0.0033
"FBgn0032430" 0.0162 0.385 0.0421
"FBgn0038938" 0.0056 0.2289 0.0245
"FBgn0250819" 0.0894 0.3442 0.2597
"FBgn0037901" 0.0443 0.3179 0.1394
"FBgn0265084" 0.0199 0.2162 0.092
"FBgn0037502" 0.0377 0.3009 0.1253
"FBgn0034634" 0.041 0.3758 0.1091
"FBgn0037398" 0.0509 0.3895 0.1307
"FBgn0034025" 0.0122 0.3309 0.0369
"FBgn0017448" 0.0337 0.3648 0.0924
"FBgn0039335" 0.0236 0.3419 0.069
"FBgn0270926" 0.0359 0.2696 0.1332
"FBgn0040080" 0.0068 0.3086 0.022
"FBgn0010194" 0.0123 0.2238 0.055
"FBgn0260741" 0.0547 0.33 0.1658
"FBgn0004556" 0.0669 0.3164 0.2114
"FBgn0035213" 0.1017 0.306 0.3324
"FBgn0038140" 0.014 0.1679 0.0834
"FBgn0032397" 0.0321 0.2193 0.1464
"FBgn0002524" 0.0165 0.2413 0.0684
"FBgn0263390" 0.0262 0.1966 0.1333
"FBgn0031878" 0.0681 0.3272 0.2081
"FBgn0037203" 0.0193 0.3855 0.0501
"FBgn0030000" 0.0218 0.2809 0.0776
"FBgn0050384" 0.0928 0.4561 0.2035
"FBgn0025387" 0.185 0.4496 0.4115
"FBgn0001098" 0.0014 0.1898 0.0074
"FBgn0261697" 0.0878 0.3826 0.2295
"FBgn0261387" 0.0488 0.284 0.1718
"FBgn0036305" 0.0055 0.2336 0.0235
"FBgn0086712" 0.0281 0.2999 0.0937
"FBgn0000037" 0.0083 0.199 0.0417
"FBgn0034062" 0.0408 0.391 0.1043
"FBgn0034279" 0.0301 0.3886 0.0775
"FBgn0052264" 0.0047 0.1914 0.0246
"FBgn0259977" 0.0051 0.2586 0.0197
"FBgn0036191" 0.0252 0.3847 0.0655
"FBgn0020270" 0.0286 0.2654 0.1078
"FBgn0041789" 0.0052 0.1581 0.0329
"FBgn0050385" 0.1116 0.3515 0.3175
"FBgn0016976" 0.0435 0.2174 0.2001
"FBgn0034307" 0.0462 0.3188 0.1449
"FBgn0038752" 0.0264 0.3209 0.0823
"FBgn0030628" 0.0618 0.2953 0.2093
"FBgn0031604" 0.004 0.3128 0.0128
"FBgn0034962" 0.023 0.2667 0.0862
"FBgn0031142" 0.048 0.4637 0.1035
"FBgn0034145" 0.0066 0.1039 0.0635
"FBgn0032520" 0.05 0.4166 0.12
"FBgn0002569" 0.0238 0.3026 0.0787
"FBgn0010173" 0.0133 0.33 0.0403
"FBgn0001216" 0.0074 0.2716 0.0272
"FBgn0038720" 0.0058 0.2705 0.0214
"FBgn0031201" 0.089 0.3617 0.2461
"FBgn0259189" 0.0258 0.5921 0.0436
"FBgn0261456" 0.0099 0.3593 0.0276
"FBgn0036915" 0.0119 0.3458 0.0344
"FBgn0052380" 0.024 0.2676 0.0897
"FBgn0010416" 8e-04 0.3179 0.0025
"FBgn0039879" 0.0594 0.3306 0.1797
"FBgn0038309" 0.0169 0.2857 0.0592
"FBgn0034532" 0.0195 0.3202 0.0609
"FBgn0266599" 0.0025 0.1339 0.0187
"FBgn0003076" 0.0066 0.2426 0.0272
"FBgn0035575" 0.0161 0.2769 0.0581
"FBgn0031939" 0.0181 0.2194 0.0825
"FBgn0027601" 0.0198 0.3347 0.0592
"FBgn0036479" 0.0479 0.3814 0.1256
"FBgn0038686" 0.0195 0.3359 0.0581
"FBgn0032262" 0.0244 0.4081 0.0598
"FBgn0011655" 0.0079 0.1927 0.041
"FBgn0263755" 0.0529 0.228 0.232
"FBgn0265186" 0.0154 0.3039 0.0507
"FBgn0035187" 0.0076 0.3843 0.0198
"FBgn0033762" 0.0291 0.2503 0.1163
"FBgn0029961" 0.069 0.5834 0.1183
"FBgn0029147" 0.041 0.3143 0.1304
"FBgn0037144" 0.0308 0.3009 0.1024
"FBgn0037985" 0.0623 0.3574 0.1743
"FBgn0000139" 0.0088 0.2974 0.0296
"FBgn0035770" 0.0966 0.3004 0.3216
"FBgn0039175" 0.0052 0.2937 0.0177
"FBgn0042083" 0.0267 0.2888 0.0925
"FBgn0261238" 0.0478 0.227 0.2106
"FBgn0038407" 0.0064 0.1904 0.0336
"FBgn0027569" 7e-04 0.2612 0.0027
"FBgn0039241" 0.0046 0.2837 0.0162
"FBgn0039125" 0.0452 0.3275 0.138
"FBgn0037391" 0.0101 0.3032 0.0333
"FBgn0031397" 0.0115 0.2672 0.043
"FBgn0029756" 0.0239 0.4991 0.0479
"FBgn0035025" 0.0556 0.3068 0.1812
"FBgn0035132" 0.0728 0.5048 0.1442
"FBgn0025885" 0.0174 0.3434 0.0507
"FBgn0003261" 0.0149 0.2595 0.0574
"FBgn0036757" 0.025 0.2297 0.1088
"FBgn0011300" 0.057 0.404 0.1411
"FBgn0086676" 0.0706 0.562 0.1256
"FBgn0004584" 0.0474 0.1803 0.2629
"FBgn0038750" 0.0529 0.3148 0.168
"FBgn0039411" 0.0077 0.118 0.0653
"FBgn0003380" 0.0015 0.04 0.0375
"FBgn0032848" 0.0325 0.3488 0.0932
"FBgn0002945" 0.0161 0.1606 0.1002
"FBgn0029831" 0.0064 0.3912 0.0164
"FBgn0003748" 0.0275 0.4231 0.065
"FBgn0037140" 0.0178 0.3251 0.0548
"FBgn0032197" 0.0225 0.2922 0.077
"FBgn0015571" 0.0164 0.3886 0.0422
"FBgn0029965" 0.0593 0.399 0.1486
"FBgn0038038" 0.0152 0.307 0.0495
"FBgn0261988" 0.0059 0.1002 0.0589
"FBgn0037759" 0.0295 0.3799 0.0777
"FBgn0033515" 0.1201 0.4251 0.2825
"FBgn0035543" 0.0133 0.3162 0.0421
"FBgn0035091" 0.0293 0.3408 0.086
"FBgn0031643" 0.0176 0.4131 0.0426
"FBgn0035036" 0.0407 0.3757 0.1083
"FBgn0051148" 0.0288 0.4117 0.07
"FBgn0027497" 0.0062 0.1794 0.0346
"FBgn0033186" 0.0666 0.2953 0.2255
"FBgn0053129" 0.0338 0.2789 0.1212
"FBgn0034447" 0.0427 0.2572 0.166
"FBgn0020930" 0.0109 0.24 0.0454
"FBgn0034488" 0.0023 0.2814 0.0082
"FBgn0036258" 0.0071 0.3205 0.0222
"FBgn0037816" 0.029 0.3086 0.094
"FBgn0027083" 0.0265 0.2522 0.1051
"FBgn0037895" 0.0123 0.3186 0.0386
"FBgn0040324" 0.0605 0.2719 0.2225
"FBgn0030844" 0.0158 0.3053 0.0518
"FBgn0036520" 0.0126 0.3659 0.0344
"FBgn0030966" 0.0293 0.3557 0.0824
"FBgn0035477" 0.0105 0.4205 0.025
"FBgn0086443" 0.0125 0.2598 0.0481
"FBgn0010407" 0.008 0.3899 0.0205
"FBgn0037090" 0.0505 0.3328 0.1517
"FBgn0037896" 0.0307 0.313 0.0981
"FBgn0020493" 0.0477 0.1484 0.3214
"FBgn0030940" 0.2563 0.4589 0.5585
"FBgn0000153" 0.0132 0.2885 0.0458
"FBgn0051759" 0.0577 0.4987 0.1157
"FBgn0022981" 0.0238 0.3653 0.0652
"FBgn0039705" 0.0021 0.2234 0.0094
"FBgn0032210" 0.0105 0.2376 0.0442
"FBgn0023549" 0.0588 0.7419 0.0793
"FBgn0031279" 0.0472 0.3294 0.1433
"FBgn0085424" 0.024 0.1663 0.1443
"FBgn0037807" 0.0081 0.2766 0.0293
"FBgn0037483" 0.0042 0.4054 0.0104
"FBgn0000063" 0.0698 0.3301 0.2115
"FBgn0035612" 0.0329 0.2056 0.16
"FBgn0028902" 0.0121 0.3568 0.0339
"FBgn0037716" 0.051 0.3464 0.1472
"FBgn0033615" 0.023 0.288 0.0799
"FBgn0034569" 0.0314 0.4119 0.0762
"FBgn0036660" 0.0492 0.3281 0.15
"FBgn0033244" 0.0129 0.2217 0.0582
"FBgn0037561" 0.0131 0.3012 0.0435
"FBgn0046706" 0.1366 0.4659 0.2932
"FBgn0026063" 0.1065 0.4122 0.2584
"FBgn0040363" 0.0761 0.4781 0.1592
"FBgn0050456" 0.0351 0.315 0.1114
"FBgn0032132" 0.0184 0.3923 0.0469
"FBgn0035216" 0.1069 0.334 0.3201
"FBgn0036763" 0.0449 0.3063 0.1466
"FBgn0030407" 0.0755 0.361 0.2091
"FBgn0036768" 0.0355 0.3338 0.1064
"FBgn0024991" 0.2087 0.4689 0.4451
"FBgn0039250" 0.1002 0.2471 0.4055
"FBgn0038354" 0.0144 0.3013 0.0478
"FBgn0010397" 0.0094 0.1847 0.0509
"FBgn0038734" 0.0311 0.3368 0.0923
"FBgn0036180" 0.019 0.1943 0.0978
"FBgn0029660" 0.2271 0.6064 0.3745
"FBgn0031424" 0.0027 0.1931 0.014
"FBgn0010278" 0.0095 0.3264 0.0291
"FBgn0260653" 7e-04 0.2448 0.0029
"FBgn0051321" 0.0137 0.4073 0.0336
"FBgn0036459" 0.1883 0.5061 0.3721
"FBgn0032109" 0.0375 0.394 0.0952
"FBgn0031678" 0.1371 0.4659 0.2943
"FBgn0004878" 0.0246 0.2429 0.1013
"FBgn0028717" 0.0093 0.2783 0.0334
"FBgn0037138" 0.0154 0.2314 0.0666
"FBgn0037780" 0.0365 0.3222 0.1133
"FBgn0039676" 0.0625 0.3577 0.1747
"FBgn0028474" 0.0526 0.3823 0.1376
"FBgn0035815" 0.0056 0.3256 0.0172
"FBgn0038358" 0.0094 0.3618 0.026
"FBgn0005612" 0.0321 0.1556 0.2063
"FBgn0035099" 0.049 0.3274 0.1497
"FBgn0036481" 0.0161 0.2254 0.0714
"FBgn0035947" 0.0159 0.2861 0.0556
"FBgn0035797" 0.0691 0.2967 0.2329
"FBgn0045073" 0.0023 0.2282 0.0101
"FBgn0028331" 0.0826 0.3414 0.2419
"FBgn0266101" 0.211 0.4207 0.5015
"FBgn0031546" 0.0421 0.402 0.1047
"FBgn0039151" 0.0057 0.3247 0.0176
"FBgn0030321" 0.0215 0.3399 0.0633
"FBgn0034289" 0.08 0.3633 0.2202
"FBgn0040237" 0.008 0.3251 0.0246
"FBgn0052683" 0.0237 0.2692 0.088
"FBgn0051423" 0.1548 0.4821 0.3211
"FBgn0043456" 0.0119 0.2198 0.0541
"FBgn0038918" 0.1478 0.534 0.2768
"FBgn0030361" 0.0462 0.3206 0.1441
"FBgn0026787" 0.0253 0.2877 0.0879
"FBgn0259878" 0.0358 0.1164 0.3076
"FBgn0030877" 0.0343 0.3624 0.0946
"FBgn0050081" 0.3131 3.2272 0.097
"FBgn0051100" 0.033 0.2509 0.1315
"FBgn0035504" 0.0081 0.2967 0.0273
"FBgn0052351" 0.0024 0.3291 0.0073
"FBgn0026064" 0.0177 0.2759 0.0642
"FBgn0260444" 0.0127 0.2599 0.0489
"FBgn0035741" 0.0186 0.3682 0.0505
"FBgn0038499" 0.0139 0.2795 0.0497
"FBgn0000097" 0.0089 0.1347 0.0661
"FBgn0001133" 0.013 0.4141 0.0314
"FBgn0010591" 0.0123 0.2208 0.0557
"FBgn0023524" 0.0138 0.3612 0.0382
"FBgn0034506" 0.0311 0.3956 0.0786
"FBgn0004057" 0.0136 0.4762 0.0286
"FBgn0261477" 0.0257 0.2983 0.0862
"FBgn0039861" 0.0145 0.3072 0.0472
"FBgn0031969" 0.0652 0.3538 0.1843
"FBgn0262733" 8e-04 0.1527 0.0052
"FBgn0037996" 0.013 0.2818 0.0461
"FBgn0031474" 0.0038 0.2371 0.016
"FBgn0039784" 0.0386 0.3819 0.1011
"FBgn0030314" 0.0138 0.2611 0.0529
"FBgn0029697" 0.0952 0.3989 0.2387
"FBgn0034730" 0.0417 0.3601 0.1158
"FBgn0033387" 0.0162 0.3441 0.0471
"FBgn0034553" 0.0221 0.3045 0.0726
"FBgn0031011" 0.0027 0.2408 0.0112
"FBgn0051805" 0.1165 0.2894 0.4026
"FBgn0086855" 0.015 0.1643 0.0913
"FBgn0001134" 0.0078 0.1908 0.0409
"FBgn0041194" 0.0016 0.3514 0.0046
"FBgn0005683" 0.1069 0.3562 0.3001
"FBgn0051784" 0.1769 0.3655 0.484
"FBgn0011725" 0.0022 0.2221 0.0099
"FBgn0041781" 0.0067 0.1824 0.0367
"FBgn0022029" 0.0093 0.1663 0.0559
"FBgn0000546" 0.0167 0.2036 0.082
"FBgn0086365" 0.0349 0.4069 0.0858
"FBgn0039507" 0.0374 0.2702 0.1384
"FBgn0051869" 0.0342 0.2233 0.1532
"FBgn0030587" 0.023 0.3311 0.0695
"FBgn0260243" 0.0878 0.3256 0.2697
"FBgn0039601" 0.0257 0.3336 0.077
"FBgn0002723" 0.0168 0.2247 0.0748
"FBgn0033185" 0.0462 0.4116 0.1122
"FBgn0027584" 0.0271 0.344 0.0788
"FBgn0033426" 0.0087 0.2864 0.0304
"FBgn0037606" 0.0138 0.1813 0.0761
"FBgn0039261" 0.0156 0.1936 0.0806
"FBgn0014859" 0.0267 0.274 0.0974
"FBgn0039150" 0.0333 0.2854 0.1167
"FBgn0037644" 0.0089 0.2888 0.0308
"FBgn0030425" 0.0724 0.4066 0.1781
"FBgn0039736" 0.0161 0.2479 0.0649
"FBgn0039430" 0.0169 0.2285 0.074
"FBgn0011661" 0.0013 0.1469 0.0088
"FBgn0039213" 0.0039 0.2935 0.0133
"FBgn0027621" 0.0122 0.2282 0.0535
"FBgn0036397" 0.0058 0.337 0.0172
"FBgn0032882" 0.0188 0.2845 0.0661
"FBgn0260004" 0.0168 0.3882 0.0433
"FBgn0027084" 0.0156 0.3685 0.0423
"FBgn0001189" 0.0196 0.3032 0.0646
"FBgn0031161" 0.0916 0.4043 0.2266
"FBgn0030230" 0.0095 0.3755 0.0253
"FBgn0003082" 0.0333 0.3258 0.1022
"FBgn0010019" 0.0031 0.3301 0.0094
"FBgn0004797" 0.0078 0.3294 0.0237
"FBgn0033809" 0.0356 0.3208 0.111
"FBgn0003074" 0.0083 0.297 0.0279
"FBgn0043025" 0.0589 0.286 0.2059
"FBgn0003319" 0.0157 0.1411 0.1113
"FBgn0037117" 0.0586 0.3363 0.1742
"FBgn0027553" 0.0052 0.2703 0.0192
"FBgn0024360" 0.0253 0.331 0.0764
"FBgn0036403" 0.0492 0.3687 0.1334
"FBgn0002939" 0.0356 0.2749 0.1295
"FBgn0263354" 0.0083 0.1334 0.0622
"FBgn0030697" 0.4441 1.019 0.4358
"FBgn0030576" 0.0167 0.2931 0.057
"FBgn0040079" 0.0325 0.3144 0.1034
"FBgn0024319" 0.027 0.4553 0.0593
"FBgn0250757" 0.0181 0.2405 0.0753
"FBgn0030293" 0.1187 0.4105 0.2892
"FBgn0013717" 0.0024 0.2917 0.0082
"FBgn0027093" 0.0195 0.2636 0.074
"FBgn0000524" 0.0082 0.2762 0.0297
"FBgn0003118" 0.0241 0.2594 0.0929
"FBgn0035918" 0.0317 0.289 0.1097
"FBgn0032748" 0.0208 0.2172 0.0958
"FBgn0030655" 0.0298 0.3739 0.0797
"FBgn0035533" 0.0063 0.1511 0.0417
"FBgn0038660" 0.031 0.4608 0.0673
"FBgn0032051" 0.0374 0.2409 0.1553
"FBgn0032305" 0.0286 0.2535 0.1128
"FBgn0016693" 8e-04 0.2767 0.0029
"FBgn0029848" 0.0652 0.4037 0.1615
"FBgn0035484" 0.0146 0.2716 0.0538
"FBgn0001565" 0.0187 0.3304 0.0566
"FBgn0010383" 0.0037 0.3021 0.0122
"FBgn0034425" 0.0495 0.4425 0.1119
"FBgn0033324" 0.0492 0.2844 0.173
"FBgn0025697" 0.0254 0.4625 0.0549
"FBgn0024889" 0.0312 0.2768 0.1127
"FBgn0030932" 0.0274 0.3481 0.0787
"FBgn0032754" 0.0894 0.3325 0.2689
"FBgn0035392" 0.0329 0.3709 0.0887
"FBgn0250848" 0.0069 0.2645 0.0261
"FBgn0034567" 0.0081 0.3949 0.0205
"FBgn0030257" 0.0237 0.2591 0.0915
"FBgn0030141" 0.0358 0.2678 0.1337
"FBgn0030569" 0.0171 0.2367 0.0722
"FBgn0038719" 0.0112 0.292 0.0384
"FBgn0032166" 0.0552 0.324 0.1704
"FBgn0036839" 0.0314 0.3112 0.1009
"FBgn0038919" 0.0573 0.4112 0.1393
"FBgn0036723" 0.0161 0.3243 0.0496
"FBgn0036141" 0.023 0.2804 0.082
"FBgn0264075" 0.0014 0.2886 0.0049
"FBgn0037770" 0.0048 0.2485 0.0193
"FBgn0035445" 0.0253 0.2893 0.0875
"FBgn0029095" 0.0072 0.2298 0.0313
"FBgn0005775" 0.0049 0.2503 0.0196
"FBgn0038463" 0.0211 0.224 0.0942
"FBgn0052246" 0.1467 0.2847 0.5153
"FBgn0031885" 0.0107 0.2805 0.0381
"FBgn0283510" 0.0416 0.3224 0.129
"FBgn0004795" 0.0101 0.1765 0.0572
"FBgn0032079" 0.0447 0.275 0.1625
"FBgn0033917" 0.0227 0.3337 0.068
"FBgn0036449" 0.0088 0.2477 0.0355
"FBgn0043791" 0.0231 0.2845 0.0812
"FBgn0040227" 0.0029 0.3843 0.0075
"FBgn0085398" 0.0177 0.2249 0.0787
"FBgn0034697" 0.0351 0.3664 0.0958
"FBgn0050389" 0.0156 0.1557 0.1002
"FBgn0026190" 0.0239 0.4066 0.0588
"FBgn0000578" 0.0123 0.2223 0.0553
"FBgn0051105" 0.044 0.48 0.0917
"FBgn0011224" 0.0176 0.1578 0.1115
"FBgn0037120" 0.0151 0.3107 0.0486
"FBgn0026199" 0.0514 0.2092 0.2457
"FBgn0010391" 0.0213 0.4725 0.0451
"FBgn0052343" 0.041 0.3005 0.1364
"FBgn0033753" 0.0131 0.1907 0.0687
"FBgn0050418" 0.0215 0.4178 0.0515
"FBgn0052237" 0.0287 0.3077 0.0933
"FBgn0036461" 0.0259 0.2815 0.092
"FBgn0036082" 0.0189 0.353 0.0535
"FBgn0011474" 0.0191 0.1805 0.1058
"FBgn0035006" 0.012 0.3136 0.0383
"FBgn0260771" 0.0362 0.3559 0.1017
"FBgn0030304" 0.0126 0.3271 0.0385
"FBgn0028848" 0.0384 0.2936 0.1308
"FBgn0085422" 0.0262 0.1277 0.2052
"FBgn0004034" 0.015 0.2223 0.0675
"FBgn0033326" 0.0639 0.3262 0.1959
"FBgn0020653" 0.0206 0.2322 0.0887
"FBgn0036142" 0.0226 0.2944 0.0768
"FBgn0263987" 0.0256 0.1848 0.1385
"FBgn0036752" 0.0362 0.3488 0.1038
"FBgn0031462" 0.0196 0.4223 0.0464
"FBgn0035968" 0.0128 0.329 0.0389
"FBgn0033028" 0.0153 0.2228 0.0687
"FBgn0032684" 0.016 0.2954 0.0542
"FBgn0038584" 0.0256 0.3044 0.0841
"FBgn0000039" 7e-04 0.2894 0.0024
"FBgn0030731" 0.0227 0.297 0.0764
"FBgn0037230" 0.069 0.4474 0.1542
"FBgn0259676" 0.0298 0.3205 0.093
"FBgn0016054" 0.0277 0.2777 0.0997
"FBgn0031493" 0.0175 0.2675 0.0654
"FBgn0039156" 0.0238 0.2593 0.0918
"FBgn0040069" 0.0414 0.4561 0.0908
"FBgn0003386" 0.0073 0.1272 0.0574
"FBgn0053971" 0.0692 0.3781 0.183
"FBgn0266570" 0.1897 0.4922 0.3854
"FBgn0035644" 0.0059 0.3384 0.0174
"FBgn0015396" 0.023 0.2955 0.0778
"FBgn0004901" 0.0128 0.2338 0.0547
"FBgn0003676" 0.0024 0.2203 0.0109
"FBgn0038855" 0.0139 0.2115 0.0657
"FBgn0001078" 0.0186 0.1747 0.1065
"FBgn0260795" 0.0157 0.2647 0.0593
"FBgn0033763" 0.0253 0.3679 0.0688
"FBgn0034214" 0.019 0.3935 0.0483
"FBgn0036899" 0.0135 0.2194 0.0615
"FBgn0029754" 0.7052 1.9232 0.3667
"FBgn0265011" 0.0348 0.2106 0.1652
"FBgn0024245" 0.0088 0.2358 0.0373
"FBgn0053289" 0.0348 0.3522 0.0988
"FBgn0264308" 0.0091 0.1635 0.0557
"FBgn0033911" 8e-04 0.2197 0.0036
"FBgn0051225" 0.0957 0.3152 0.3036
"FBgn0265001" 0.0341 0.2371 0.1438
"FBgn0011826" 0.1059 0.758 0.1397
"FBgn0039675" 0.0458 0.4202 0.109
"FBgn0032217" 0.0138 0.2791 0.0494
"FBgn0016123" 0.0348 0.4108 0.0847
"FBgn0034275" 0.0078 0.3155 0.0247
"FBgn0040601" 0.0478 0.4017 0.119
"FBgn0051068" 0.0807 0.3948 0.2044
"FBgn0086686" 0.0279 0.133 0.2098
"FBgn0032131" 0.0756 0.4004 0.1888
"FBgn0011211" 0.0023 0.1137 0.0202
"FBgn0039873" 0.0388 0.336 0.1155
"FBgn0031187" 0.0448 0.2144 0.209
"FBgn0264672" 0.0186 0.2596 0.0716
"FBgn0027779" 0.0133 0.1886 0.0705
"FBgn0052699" 0.0099 0.2411 0.0411
